prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,user_id
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user8
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user9
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user10
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user11
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user12
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user13
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user14
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user15
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user16
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user17
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user18
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user19
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user20
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user21
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user22
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user23
0.0020673967092943546,0.9979326032907044,0.0,0.0,0.0,0.0,0.0,user24
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user25
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user26
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user27
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user28
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user29
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user30
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user31
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user32
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user33
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user34
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user35
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user36
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user37
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user38
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user39
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user40
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user41
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user42
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user43
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user44
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user45
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user46
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user47
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user48
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user49
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user50
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user51
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user52
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user53
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user54
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user55
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user56
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user57
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user58
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user59
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user60
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user61
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user62
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user63
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user64
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user65
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user66
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user67
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user68
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user69
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user70
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user71
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user72
0.997927968583728,0.0020720314162691973,0.0,0.0,0.0,0.0,0.0,user73
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user74
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user75
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user76
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user77
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user78
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user79
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user80
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user81
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user82
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user83
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user84
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user85
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user86
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user87
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user88
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user89
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user90
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user91
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user92
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user93
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user94
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user95
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user96
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user97
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user98
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user99
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user100
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user101
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user102
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user103
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user104
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user105
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user106
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user107
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user108
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user109
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user110
0.9998966875047766,0.00010331249522305727,0.0,0.0,0.0,0.0,0.0,user111
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user112
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user113
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user114
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user115
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user116
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user117
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user118
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user119
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user120
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user121
0.9999989754268901,1.0245731120902801e-06,0.0,0.0,0.0,0.0,0.0,user122
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user123
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user124
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user125
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user126
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user127
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user128
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user129
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user130
0.9979087334809102,0.0020912665190891697,0.0,0.0,0.0,0.0,0.0,user131
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user132
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user133
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user134
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user135
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user136
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user137
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user138
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user139
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user140
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user141
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user142
0.9998138804103867,0.0001861195896130788,0.0,0.0,0.0,0.0,0.0,user143
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user144
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user145
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user146
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user147
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user148
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user149
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user150
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user151
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user152
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user153
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user154
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user155
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user156
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user157
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user158
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user159
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user160
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user161
0.9992575186675866,0.0007424813324134879,0.0,0.0,0.0,0.0,0.0,user162
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user163
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user164
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user165
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user166
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user167
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user168
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user169
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user170
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user171
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user172
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user173
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user174
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user175
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user176
0.9999828213559316,1.717864406524406e-05,0.0,0.0,0.0,0.0,0.0,user177
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user178
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user179
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user180
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user181
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user182
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user183
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user184
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user185
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user186
0.022229745987897214,0.9777702540121003,0.0,0.0,0.0,0.0,0.0,user187
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user188
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user189
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user190
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user191
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user192
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user193
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user194
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user195
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user196
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user197
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user198
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user199
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user200
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user201
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user202
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user203
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user204
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user205
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user206
0.9999703757860161,2.9624213986086096e-05,0.0,0.0,0.0,0.0,0.0,user207
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user208
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user209
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user210
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user211
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user212
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user213
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user214
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user215
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user216
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user217
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user218
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user219
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user220
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user221
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user222
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user223
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user224
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user225
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user226
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user227
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user228
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user229
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user230
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user231
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user232
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user233
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user234
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user235
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user236
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user237
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user238
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user239
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user240
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user241
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user242
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user243
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user244
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user245
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user246
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user247
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user248
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user249
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user250
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user251
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user252
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user253
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user254
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user255
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user256
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user257
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user258
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user259
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user260
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user261
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user262
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user263
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user264
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user265
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user266
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user267
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user268
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user269
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user270
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user271
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user272
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user273
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user274
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user275
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user276
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user277
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user278
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user279
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user280
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user281
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user282
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user283
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user284
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user285
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user286
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user287
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user288
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user289
0.2254303914303156,0.7745696085696879,0.0,0.0,0.0,0.0,0.0,user290
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user291
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user292
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user293
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user294
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user295
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user296
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user297
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user298
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user299
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user300
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user301
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user302
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user303
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user304
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user305
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user306
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user307
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user308
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user309
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user310
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user311
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user312
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user313
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user314
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user315
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user316
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user317
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user318
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user319
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user320
0.996263671297838,0.003736328702160538,0.0,0.0,0.0,0.0,0.0,user321
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user322
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user323
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user324
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user325
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user326
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user327
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user328
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user329
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user330
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user331
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user332
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user333
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user334
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user335
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user336
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user337
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user338
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user339
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user340
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user341
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user342
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user343
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user344
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user345
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user346
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user347
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user348
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user349
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user350
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user351
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user352
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user353
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user354
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user355
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user356
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user357
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user358
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user359
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user360
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user361
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user362
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user363
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user364
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user365
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user366
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user367
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user368
0.0015617300768949241,0.9984382699231048,0.0,0.0,0.0,0.0,0.0,user369
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user370
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user371
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user372
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user373
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user374
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user375
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user376
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user377
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user378
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user379
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user380
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user381
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user382
1.0,0.0,0.0,0.0,0.0,0.0,0.0,user383
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user384
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user385
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user386
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user387
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user388
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user389
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user390
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user391
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user392
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user393
0.0,0.0,0.0,0.0,0.0,1.0,0.0,user394
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user395
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user396
0.0,0.0,0.0,1.0,0.0,0.0,0.0,user397
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user398
0.0,0.0,0.0,0.0,0.0,0.0,1.0,user399
0.0,0.0,1.0,0.0,0.0,0.0,0.0,user400
0.0,0.0,0.0,0.0,1.0,0.0,0.0,user401
0.0,1.0,0.0,0.0,0.0,0.0,0.0,user402
